source,text,date,compound,positive,neutral,negative,tweets ago
CBS,The feeling when you win a Tony.  Congratulations to Once on This Island for winning Best Revival of a Musical!… ,2018-06-11 02:44:37+00:00,0.9523,0.533,0.467,0.0,77
CBS,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards ,2018-06-11 02:33:09+00:00,0.5994,0.328,0.672,0.0,78
CBS,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… ",2018-06-11 02:29:18+00:00,0.4215,0.128,0.872,0.0,79
CBS,Angels in America takes the win for Best Revival of a Play! #TonyAwards ,2018-06-11 02:23:56+00:00,0.8932,0.543,0.457,0.0,80
CBS,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",2018-06-11 02:21:03+00:00,0.0,0.0,1.0,0.0,81
CBS,That performance was the GOAT. #TonyAwards ,2018-06-11 02:16:06+00:00,0.0,0.0,1.0,0.0,82
CBS,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC ,2018-06-11 02:11:03+00:00,0.8908,0.514,0.486,0.0,83
CBS, “Let's dance this last dance tonight.”  #TonyAwards #DonnaSummerMusical ,2018-06-11 02:05:47+00:00,0.0,0.0,1.0,0.0,84
CBS,Hope he brought enough birthday cake for everyone! #TonyAwards ,2018-06-11 02:03:31+00:00,0.4926,0.285,0.715,0.0,85
CBS,@writerlindsayb You're welcome! #TonyAwards,2018-06-11 01:58:48+00:00,0.5093,0.523,0.477,0.0,86
CBS,RT @hjmayer8: I sure do love @DearEvanHansen  #TonyAwards,2018-06-11 01:53:17+00:00,0.7579,0.481,0.519,0.0,87
CBS,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",2018-06-11 01:51:16+00:00,0.6467,0.248,0.752,0.0,88
CBS,If only this performance could go on forever. #TonyAwards @FrozenBroadway ,2018-06-11 01:38:23+00:00,0.0,0.0,1.0,0.0,89
CBS,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,2018-06-11 01:37:36+00:00,0.636,0.276,0.724,0.0,90
CBS,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen ,2018-06-11 01:30:56+00:00,0.8834,0.595,0.405,0.0,91
CBS,.@SaraBareilles is totally a Gryffindor. #TonyAwards ,2018-06-11 01:29:21+00:00,0.0,0.0,1.0,0.0,92
CBS,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,2018-06-11 01:26:03+00:00,0.7351,0.296,0.625,0.079,93
CBS,RT @KatLargent: MAGIC #TonyAwards,2018-06-11 01:25:59+00:00,0.0,0.0,1.0,0.0,94
CBS,Such a touching moment at the #TonyAwards. ❤️ ,2018-06-11 01:24:46+00:00,0.0,0.0,1.0,0.0,95
CBS,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards ,2018-06-11 01:24:12+00:00,0.4019,0.172,0.828,0.0,96
CBS,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… ,2018-06-11 01:19:59+00:00,0.9151,0.476,0.524,0.0,97
CBS,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,2018-06-11 01:12:31+00:00,0.6369,0.375,0.625,0.0,98
CBS,RT if that musical number by the cast of Carousel blew you away! #TonyAwards ,2018-06-11 01:08:28+00:00,0.1511,0.109,0.891,0.0,99
CBS,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards ,2018-06-11 01:08:24+00:00,0.1531,0.157,0.843,0.0,100
CNN,A man cheated with someone else's wife and now it'll cost him $8.8 million ,2018-07-31 17:50:39+00:00,-0.5106,0.0,0.784,0.216,1
CNN,Americans invested a lot more money overseas in 2017. Especially in Switzerland. ,2018-07-31 17:38:07+00:00,0.0,0.0,1.0,0.0,2
CNN,Judge orders government to stop drugging detained migrant children without consent at Texas facility ,2018-07-31 17:25:15+00:00,-0.6774,0.0,0.626,0.374,3
CNN,"John Kelly, at President Trump's request, agrees to stay on as White House chief of staff until 2020… ",2018-07-31 17:11:52+00:00,0.2023,0.096,0.904,0.0,4
CNN,"Facebook says it has removed a network of accounts and pages involved in what it called ""coordinated inauthentic be… ",2018-07-31 17:00:10+00:00,0.0,0.0,1.0,0.0,5
CNN,"Customers got sick at a Chipotle in Ohio, and the stock is down 6% ",2018-07-31 16:48:36+00:00,-0.5106,0.0,0.784,0.216,6
CNN,Missouri's attorney general has opened a criminal investigation in deadly duck boat accident ,2018-07-31 16:36:37+00:00,-0.7579,0.0,0.606,0.394,7
CNN,How a small change in tax policy could mean a big tax cut for the rich ,2018-07-31 16:22:54+00:00,0.3612,0.203,0.678,0.119,8
CNN,"Demi Lovato is experiencing ""complications"" and remains hospitalized following her apparent drug overdose, two sour… ",2018-07-31 16:08:26+00:00,0.0,0.0,1.0,0.0,9
CNN,Former White House aide predicts a showdown over border wall in December ,2018-07-31 15:55:54+00:00,0.0,0.0,1.0,0.0,10
CNN,MoviePass is raising its price and cutting access to blockbusters ,2018-07-31 15:43:02+00:00,-0.128,0.0,0.857,0.143,11
CNN,Al Franken hasn't ruled out another run for office ,2018-07-31 15:30:36+00:00,0.0,0.0,1.0,0.0,12
CNN,France has banned smartphones from schools ,2018-07-31 15:20:24+00:00,-0.4588,0.0,0.625,0.375,13
CNN,Trump administration officials face Congress on family reunification efforts ,2018-07-31 15:10:12+00:00,0.0,0.0,1.0,0.0,14
CNN,Police are investigating a South Korean company that claimed to have discovered a sunken Russian warship with $8.9… ,2018-07-31 15:03:06+00:00,-0.1779,0.0,0.898,0.102,15
CNN,The trial of former Trump campaign chairman Paul Manafort begins today with jury selection ,2018-07-31 14:56:00+00:00,0.0,0.0,1.0,0.0,16
CNN,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii ",2018-07-31 14:45:33+00:00,0.0,0.0,1.0,0.0,17
CNN,The secret Donald Trump and Rudy Giuliani know about the Russia probe | Analysis by Chris Cillizza… ,2018-07-31 14:39:18+00:00,0.0,0.0,1.0,0.0,18
CNN,"A Florida woman says ambulance workers wouldn't take her daughter to the hospital, assuming the family couldn't aff… ",2018-07-31 14:33:12+00:00,0.0,0.0,1.0,0.0,19
CNN,"LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's som… ",2018-07-31 14:26:29+00:00,0.0,0.0,1.0,0.0,20
CNN,"The company that just unveiled a $2 million electric car makes one for $11,000, too ",2018-07-31 14:01:48+00:00,0.0,0.0,1.0,0.0,21
CNN,How President Trump's abortion gag rule policy impacts the global AIDS crisis ,2018-07-31 13:48:38+00:00,-0.7579,0.0,0.606,0.394,22
CNN,"Demi Lovato is experiencing ""complications"" and remains hospitalized following her apparent drug overdose, two sour… ",2018-07-31 13:36:36+00:00,0.0,0.0,1.0,0.0,23
CNN,Airport security might be about to get a lot easier ,2018-07-31 13:27:42+00:00,0.6369,0.426,0.574,0.0,24
CNN,Alan Alda reveals he has Parkinson's disease ,2018-07-31 13:16:04+00:00,0.0,0.0,1.0,0.0,25
CNN,"President Trump says 3-D printed guns being available to download ""doesn't seem to make much sense""… ",2018-07-31 13:04:06+00:00,0.0,0.0,1.0,0.0,26
CNN,Track the latest developments in the trials of former Trump campaign chairman Paul Manafort ,2018-07-31 12:55:27+00:00,0.0,0.0,1.0,0.0,27
CNN,"President Trump repeats Rudy Giuliani defense that ""collusion is not a crime,"" even though he continues to deny any… ",2018-07-31 12:43:03+00:00,-0.2263,0.075,0.804,0.121,28
CNN,France has banned smartphones from schools ,2018-07-31 12:30:30+00:00,-0.4588,0.0,0.625,0.375,29
CNN,The biggest test of special counsel Robert Mueller's investigation into Russian interference in the 2016 presidenti… ,2018-07-31 12:19:39+00:00,0.4019,0.153,0.847,0.0,30
CNN,"President Trump says Koch brothers are a ""total joke"" ",2018-07-31 12:08:54+00:00,0.296,0.239,0.761,0.0,31
CNN,"More than 600 stranded hikers have been successfully rescued from Mount Rinjani on Indonesia's Lombok Island, two d… ",2018-07-31 11:57:56+00:00,0.7184,0.273,0.727,0.0,32
CNN,"This $8.2 million mansion and its four acres of land could be yours for just $17. Of course, there's a catch: You'l… ",2018-07-31 11:50:19+00:00,0.0,0.0,1.0,0.0,33
CNN,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii ",2018-07-31 11:42:37+00:00,0.0,0.0,1.0,0.0,34
CNN,"LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's som… ",2018-07-31 11:34:53+00:00,0.0,0.0,1.0,0.0,35
CNN,Apple is within striking distance of a trillion dollar market value ,2018-07-31 11:27:19+00:00,0.34,0.211,0.789,0.0,36
CNN,Rare two-day protest over China vaccine scandal reveals public anger ,2018-07-31 11:18:42+00:00,-0.8225,0.0,0.449,0.551,37
CNN,The final hikers have been rescued from an Indonesian volcano after Sunday's devastating earthquake… ,2018-07-31 11:10:46+00:00,-0.3612,0.147,0.628,0.225,38
CNN,"Zaatari Refugee Camp is no longer the desolate, foreboding place it once was. Residents have transformed it into a… ",2018-07-31 11:04:43+00:00,-0.296,0.0,0.891,0.109,39
CNN,Two conservative Republican governors are strengthening Obamacare in their states ,2018-07-31 10:54:07+00:00,0.4939,0.262,0.738,0.0,40
CNN,The newest trend in modeling? Not being an actual human being ,2018-07-31 10:48:00+00:00,0.0,0.0,1.0,0.0,41
CNN,Airport security might be about to get a lot easier ,2018-07-31 10:46:39+00:00,0.6369,0.426,0.574,0.0,42
CNN,"Sexual abuse of vulnerable women and girls by international aid workers is ""endemic"" and has been happening for yea… ",2018-07-31 10:39:08+00:00,-0.7269,0.0,0.736,0.264,43
CNN,"The deadly Carr fire raging in Northern California has claimed six lives and destroyed almost 1,000 structures. Her… ",2018-07-31 10:31:42+00:00,-0.8402,0.0,0.625,0.375,44
CNN,"A Florida woman says ambulance workers wouldn't take her daughter to the hospital, assuming the family couldn't aff… ",2018-07-31 10:24:26+00:00,0.0,0.0,1.0,0.0,45
CNN,Disneyland was a bit different in 1969 ,2018-07-31 10:16:57+00:00,0.0,0.0,1.0,0.0,46
CNN,A 7-year-old girl got New Zealand to change a sexist road sign ,2018-07-31 10:09:47+00:00,0.0,0.0,1.0,0.0,47
CNN,"The number of homicides in Mexico last year was higher than previously reported, according to new data ",2018-07-31 10:02:34+00:00,0.0772,0.075,0.925,0.0,48
CNN,The world's largest colony of king penguins has shrunk by almost 90% in the last three decades… ,2018-07-31 09:55:19+00:00,0.0,0.0,1.0,0.0,49
CNN,This is a dolphin-whale hybrid. It's real. And the first one ever found has been discovered near Hawaii… ,2018-07-31 09:48:14+00:00,0.0,0.0,1.0,0.0,50
CNN,How Mormon pop stars are using their music to support LGBT issues ,2018-07-31 09:36:43+00:00,0.4019,0.197,0.803,0.0,51
CNN,RT @cnni: The Manchester suicide bomber who killed 22 people at a pop concert in 2017 had been rescued from the civil war in Libya by Brita…,2018-07-31 09:34:13+00:00,-0.9022,0.074,0.584,0.342,52
CNN,Lending a helping hand: 2-year-old Gracie gives out burritos to firefighters working on the Carr Fire in California… ,2018-07-31 09:32:00+00:00,0.4588,0.248,0.642,0.11,53
CNN,"More than 1,000 people have already downloaded plans to 3-D print an AR-15-style semiautomatic assault rifle… ",2018-07-31 09:24:56+00:00,-0.5859,0.0,0.798,0.202,54
CNN,The head of Malaysia's civil aviation authority has resigned over MH370 failures ,2018-07-31 09:13:32+00:00,-0.5719,0.085,0.588,0.327,55
CNN,A shark was kidnapped from her tank at the San Antonio Aquarium on Saturday -- setting off a desperate hunt to get… ,2018-07-31 09:09:00+00:00,-0.3182,0.0,0.892,0.108,56
CNN,From free uniforms and transportation to college tuition guaranteed for all graduates. LeBron James takes CNN's Don… ,2018-07-31 08:52:18+00:00,0.5106,0.171,0.829,0.0,57
CNN,"10 people have been killed and more than 100,000 have been forced to flee their homes after days of heavy monsoon r… ",2018-07-31 07:41:45+00:00,-0.8176,0.0,0.727,0.273,58
CNN,At least 10 people were killed when militants linked to the Abu Sayyaf terror group struck a military checkpoint wi… ,2018-07-31 06:54:02+00:00,-0.872,0.0,0.618,0.382,59
CNN,"Apple's next big iPhone launch is likely still nearly two months away, but investors will be looking for early sign… ",2018-07-31 06:36:05+00:00,0.0,0.0,1.0,0.0,60
CNN,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii ",2018-07-31 06:28:01+00:00,0.0,0.0,1.0,0.0,61
CNN,Hillary Clinton steps up her involvement in the 2018 midterms ,2018-07-31 06:22:07+00:00,0.0,0.0,1.0,0.0,62
CNN,A California federal court judge has ordered the US government to make immediate changes to how it treats undocumen… ,2018-07-31 06:17:01+00:00,0.0,0.0,1.0,0.0,63
CNN,"LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's som… ",2018-07-31 06:16:09+00:00,0.0,0.0,1.0,0.0,64
CNN,"Former President Barack Obama and former Vice President Joe Biden surprised a Washington, DC, bakery when they stop… ",2018-07-31 06:16:00+00:00,0.2263,0.106,0.894,0.0,65
CNN,"New indicators, including satellite images, show that North Korea could be in the midst of building new missiles, t… ",2018-07-31 06:09:06+00:00,0.0,0.0,1.0,0.0,66
CNN,A shark was kidnapped from her tank at the San Antonio Aquarium on Saturday -- setting off a desperate hunt to get… ,2018-07-31 06:07:35+00:00,-0.3182,0.0,0.892,0.108,67
CNN,"This $8.2 million mansion and its four acres of land could be yours for just $17. Of course, there's a catch: You'l… ",2018-07-31 06:01:04+00:00,0.0,0.0,1.0,0.0,68
CNN,"President Trump may be looking for a fight over the border wall ahead of the midterm election, but Senate Republica… ",2018-07-31 05:55:08+00:00,-0.2023,0.0,0.909,0.091,69
CNN,"""No! No eat!"" screams your 2-year-old.

Relax. Don't pressure your picky eater -- it doesn't work, and your toddler… ",2018-07-31 05:49:05+00:00,0.2434,0.217,0.606,0.178,70
CNN,"You can live like a king aboard the Maharaja's Express, a hotel-on-wheels that is one of the most luxurious trains… ",2018-07-31 05:46:00+00:00,0.3818,0.184,0.816,0.0,71
CNN,"""People will be able to make anything from novelty guns to AR-15s"" with 3D printers as of August 1, Alyssa Milano w… ",2018-07-31 05:41:02+00:00,0.0,0.0,1.0,0.0,72
CNN,"President Trump's willingness to meet with Iran is diplomatic over-confidence, a Democratic lawmaker says… ",2018-07-31 05:35:03+00:00,0.2732,0.149,0.851,0.0,73
CNN,"A homeless man has been overwhelmed by more than 200 job offers after standing on a street corner in Mountain View,… ",2018-07-31 05:28:03+00:00,0.0516,0.062,0.938,0.0,74
CNN,Bob Woodward will release a book about the Trump administration — called “Fear” — just weeks before the midterms… ,2018-07-31 05:22:04+00:00,0.0,0.0,1.0,0.0,75
CNN,"""Can you imagine a life without ""Jeopardy!""?
""Sure.""

Iconic game-show host Alex Trebek told TMZ he is considering… ",2018-07-31 05:16:00+00:00,0.0,0.0,1.0,0.0,76
CNN,Two Minneapolis police officers who fatally shot an armed suspect after a foot chase last month will not face crimi… ,2018-07-31 05:13:04+00:00,-0.7506,0.0,0.726,0.274,77
CNN,Passengers might be allowed to keep liquids and laptops in their carry-on bags at airport security checkpoints in t… ,2018-07-31 05:04:05+00:00,0.34,0.118,0.882,0.0,78
CNN,Authorities in the northeast border state of Assam have left the names of almost 4 million people off the controver… ,2018-07-31 05:01:56+00:00,0.0,0.0,1.0,0.0,79
CNN,"In one of the more bizarre episodes of the midterm elections this year, the race for Virginia's 5th Congressional D… ",2018-07-31 04:56:06+00:00,-0.3804,0.0,0.88,0.12,80
CNN,"The ""Guardians of the Galaxy"" cast has issued an open letter in support of ousted director James Gunn… ",2018-07-31 04:54:04+00:00,0.4019,0.137,0.863,0.0,81
CNN,"""We are deeply concerned women are being harmed"": Devices that promise vaginal ""rejuvenation"" to women with urinary… ",2018-07-31 04:48:07+00:00,0.3182,0.126,0.874,0.0,82
CNN,"When brands like Dunkin' Donuts and Taco Bell want to boost publicity and sales, they sometimes debut crazy culinar… ",2018-07-31 04:46:00+00:00,0.4767,0.272,0.628,0.1,83
CNN,"President Trump says he'd meet with Iran, without preconditions, ""whenever they want"" ",2018-07-31 04:41:07+00:00,0.0772,0.106,0.894,0.0,84
CNN,Nigeria recalls 2.4 million bottles of cough syrup containing codeine to fight abuse ,2018-07-31 04:35:07+00:00,-0.7783,0.0,0.618,0.382,85
CNN,"Kids are spending more time staring at screens, but there's little scientific research about how it affects their h… ",2018-07-31 04:29:06+00:00,0.0,0.0,1.0,0.0,86
CNN,Dunkin' Donuts introduces its first-ever gluten-free bakery item: a fudge brownie ,2018-07-31 04:23:06+00:00,0.0,0.0,1.0,0.0,87
CNN,"For the first time ever, Barbie is wearing a hijab. The new doll is modeled after Olympic fencer Ibtihaj Muhammad a… ",2018-07-31 04:16:00+00:00,0.0,0.0,1.0,0.0,88
CNN,Scientists are proposing genetically engineering the white-footed mice of Martha's Vineyard and Nantucket to rid th… ,2018-07-31 04:15:10+00:00,0.0,0.0,1.0,0.0,89
CNN,Mark Hamill pays tribute to Carrie Fisher ahead of final 'Star Wars' appearance ,2018-07-31 04:06:07+00:00,-0.5574,0.0,0.769,0.231,90
CNN,President Donald Trump's re-election campaign has denied it is using Chinese manufacturers to produce campaign flag… ,2018-07-31 04:01:06+00:00,-0.4404,0.0,0.838,0.162,91
CNN,'Rest in Power: The Trayvon Martin Story' leads a wave of new documentaries about racial justice… ,2018-07-31 03:57:03+00:00,0.0,0.0,1.0,0.0,92
CNN,Man spoke with his wife in the moments before she and 2 great-grandkids died in California's Carr Fire… ,2018-07-31 03:54:05+00:00,-0.5574,0.0,0.816,0.184,93
CNN,Australian Archbishop Philip Wilson resigns after sex abuse coverup ,2018-07-31 03:50:08+00:00,-0.7579,0.0,0.519,0.481,94
CNN,"All aboard the Maharajas' Express, India's most luxurious train: ",2018-07-31 03:50:00+00:00,0.0258,0.121,0.879,0.0,95
CNN,More than 4 million people have been excluded from Indian citizenship in a controversial registry… ,2018-07-31 03:46:10+00:00,-0.4939,0.0,0.724,0.276,96
CNN,Scientists are proposing the radical evolutionary step of genetically engineering mice to get rid of Lyme disease… ,2018-07-31 03:42:04+00:00,0.0,0.0,1.0,0.0,97
CNN,The UK Foreign Secretary accidentally called his Chinese wife Japanese. In Beijing. ,2018-07-31 03:39:03+00:00,-0.34,0.0,0.821,0.179,98
CNN," RECALL ALERT: 
A Chinese company is recalling tainted heart medicine from stores worldwide after it was found to… ",2018-07-31 03:34:01+00:00,0.4466,0.134,0.866,0.0,99
CNN,RT @CNNTonight: From free uniforms and transportation to college tuition guaranteed for all graduates. LeBron James takes @DonLemon on an e…,2018-07-31 03:29:36+00:00,0.5106,0.142,0.858,0.0,100
FoxNews,".@DarrellIssa: ""The president has to meet with a decision-maker, with somebody who is really empowered to make a de… ",2018-07-31 17:33:43+00:00,0.0,0.0,1.0,0.0,1
FoxNews,.@DallasCowboys owner Jerry Jones ordered by @NFL to not answer questions on national anthem ,2018-07-31 17:30:39+00:00,0.0,0.0,1.0,0.0,2
FoxNews,Photo of the Day: A crowd of early-risers gather near the summit of Cadillac Mountain in @AcadiaNPS to be among the… ,2018-07-31 17:16:36+00:00,0.0,0.0,1.0,0.0,3
FoxNews,"During an appearance on “Jimmy Kimmel Live,” Kim Kardashian West discussed President @realDonaldTrump and his decis… ",2018-07-31 17:09:02+00:00,0.0,0.0,1.0,0.0,4
FoxNews,"Indiana woman quilts American flag for @POTUS, wants to get it to @WhiteHouse ",2018-07-31 16:55:13+00:00,0.0,0.0,1.0,0.0,5
FoxNews,"OPINION: Trump's economy has Democrats singing the same old 'tax, spend and regulate' song ",2018-07-31 16:51:40+00:00,0.0,0.0,1.0,0.0,6
FoxNews,"Colorado police kill armed homeowner after mistaking him for intruder, cops say ",2018-07-31 16:46:49+00:00,-0.7783,0.0,0.595,0.405,7
FoxNews,".@LawrenceBJones3: ""The president’s actions matter…I like that the president likes to meet with foreign leaders.”… ",2018-07-31 16:39:05+00:00,0.6486,0.29,0.71,0.0,8
FoxNews,Mountain lions captured lurking in front of California homes amid recent wildfires ,2018-07-31 16:36:59+00:00,-0.128,0.0,0.88,0.12,9
FoxNews,"JUST IN: @POTUS asks John Kelly to stay as chief of staff through 2020, sources say ",2018-07-31 16:30:29+00:00,0.0,0.0,1.0,0.0,10
FoxNews,.@UNC won’t act on statue of Confederate soldier target of repeated vandalism ,2018-07-31 16:27:11+00:00,0.0,0.0,1.0,0.0,11
FoxNews,Manafort trial: Mueller’s witness list offers glimpse at strategy focused on lavish spending (via @brookefoxnews) ,2018-07-31 16:17:42+00:00,0.3818,0.157,0.843,0.0,12
FoxNews,.@RepLeeZeldin: “We have an immigration policy in our nation that is flawed. Every nation’s backbone is its rule of… ,2018-07-31 16:11:07+00:00,0.0,0.0,1.0,0.0,13
FoxNews,Illegal immigrant deported 5 times from US sentenced for third DUI ,2018-07-31 15:57:05+00:00,-0.5719,0.0,0.63,0.37,14
FoxNews,Chicago Columnist After @POTUS Speech: 'Dems Don't Have Anyone Who Can Touch Him' in 2020 ,2018-07-31 15:44:26+00:00,0.0,0.0,1.0,0.0,15
FoxNews,".@SenJoniErnst: “We would rather not see a government shutdown, but I do think that the president needs to be heard… ",2018-07-31 15:41:54+00:00,0.0,0.0,1.0,0.0,16
FoxNews,"'Obese' tourists from US and UK blamed for crippling donkeys in Greece, activists say ",2018-07-31 15:36:46+00:00,-0.4767,0.0,0.807,0.193,17
FoxNews,"Vanderbilt condemns ‘deeply disturbing’ white supremacy email sent to students, faculty ",2018-07-31 15:31:33+00:00,-0.4767,0.089,0.667,0.244,18
FoxNews,Jury selection underway in Manafort trial @AmericaNewsroom ,2018-07-31 15:29:03+00:00,0.0,0.0,1.0,0.0,19
FoxNews,Report details how McDonald's Monopoly game was fixed by ex-cop ,2018-07-31 15:25:00+00:00,0.0,0.0,1.0,0.0,20
FoxNews,"'Jaws' may solve decades-old cold case of 'Lady of the Dunes' murder, Stephen King's son says ",2018-07-31 15:14:18+00:00,-0.5994,0.088,0.683,0.229,21
FoxNews,"RT @FoxBusiness: Why shoppers may pay more for tissues, toilet paper
",2018-07-31 15:13:51+00:00,-0.1027,0.0,0.877,0.123,22
FoxNews,"Man has 4 limbs amputated after dog lick leads to severe infection, report says ",2018-07-31 15:11:06+00:00,-0.3818,0.0,0.822,0.178,23
FoxNews,"Paul Manafort trial begins, shifting Mueller probe focus away from Russia; @pdoocy reports @AmericaNewsroom… ",2018-07-31 15:05:20+00:00,0.0,0.0,1.0,0.0,24
FoxNews,Life on Mars: Amazing models reveal what it could look like (via @christocarbone) ,2018-07-31 15:04:00+00:00,0.743,0.364,0.636,0.0,25
FoxNews,"Paul Manafort's trial to test Mueller, Trump: What to know about the case ",2018-07-31 14:50:00+00:00,0.0,0.0,1.0,0.0,26
FoxNews,Andrew McCarthy on the possibility of Robert Mueller interviewing President Trump @AmericaNewsroom… ,2018-07-31 14:40:42+00:00,0.0,0.0,1.0,0.0,27
FoxNews,Mollie Tibbetts' father says he is putting his faith in the investigators ,2018-07-31 14:27:35+00:00,0.4215,0.203,0.797,0.0,28
FoxNews,RT @FoxBusiness: New York state shuts down child's lemonade stand ,2018-07-31 14:23:40+00:00,0.0,0.0,1.0,0.0,29
FoxNews,A highway patrol officer has become an internet sensation after he helped rescue a month-old fawn from a Northern C… ,2018-07-31 14:21:57+00:00,0.5106,0.171,0.829,0.0,30
FoxNews,Kim Kardashian West Not Joining Trump Bashers: 'I Have Nothing Bad to Say About the President' ,2018-07-31 14:20:33+00:00,0.431,0.16,0.84,0.0,31
FoxNews,"RT @FoxBusiness: .@DHSgov's @SecNielsen on immigration: ""Walls work...When the wall goes up, it does absolutely serve as not just a deterre…",2018-07-31 14:13:50+00:00,0.0,0.0,1.0,0.0,32
FoxNews,".@SenThomTillis: “I think we do have to express how committed we are to Pastor Brunson’s release, and I applaud the… ",2018-07-31 14:12:32+00:00,0.6249,0.231,0.769,0.0,33
FoxNews,"RT @FoxBusiness: .@DHSgov's @SecNielsen on cybersecurity: ""We do have to move from complacency to consequences."" ",2018-07-31 14:05:04+00:00,0.0,0.0,1.0,0.0,34
FoxNews,"RT @FoxBusiness: .@DHSgov's @SecNielsen on cyber threats: ""Russia is very active... China has more of a long view."" ",2018-07-31 14:04:31+00:00,-0.4215,0.0,0.851,0.149,35
FoxNews,"RT @FoxBusiness: .@DHSgov's @SecNielsen on cyberattackers: ""They're using anyone and everyone that can attack us. So the biggest threat is…",2018-07-31 14:03:47+00:00,-0.7759,0.0,0.727,0.273,36
FoxNews,California's Carr Fire becomes 9th most destructive in state history; twin blazes threaten 10G homes ,2018-07-31 14:00:02+00:00,-0.8516,0.0,0.564,0.436,37
FoxNews,"Air Force brings AI to B-2, F-35 and F-15 ",2018-07-31 13:59:49+00:00,0.0,0.0,1.0,0.0,38
FoxNews,RT @FoxBusiness: US consumer spending increases solidly in June ,2018-07-31 13:58:22+00:00,0.0,0.0,1.0,0.0,39
FoxNews,".@SenThomTillis: “We just want a just treatment for Pastor Brunson, and then talk about all the very positive thing… ",2018-07-31 13:52:59+00:00,0.6361,0.245,0.755,0.0,40
FoxNews,"ISIS claims responsibility for Tajikistan attack that killed 2 US cyclists, 2 others ",2018-07-31 13:40:29+00:00,-0.8225,0.0,0.542,0.458,41
FoxNews,Alan Alda reveals he has Parkinson's disease ,2018-07-31 13:20:31+00:00,0.0,0.0,1.0,0.0,42
FoxNews,.@KellyannePolls: “This trial obviously centers on matters that have nothing to do with the campaign.” ,2018-07-31 13:12:55+00:00,0.0258,0.073,0.927,0.0,43
FoxNews,Chicago activists demand Rahm Emanuel resign ahead of anti-violence rally ,2018-07-31 13:03:41+00:00,-0.4404,0.0,0.672,0.328,44
FoxNews,Toddler Gives Breakfast to California Firefighters Battling Carr Fire ,2018-07-31 12:41:58+00:00,-0.5423,0.0,0.609,0.391,45
FoxNews,"'No evidence' North Korea has stopped missile development, US officials confirm to Fox News ",2018-07-31 12:41:21+00:00,-0.4767,0.0,0.745,0.255,46
